RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
1032427,2016321749,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,09/05/2016 09:45:00 AM,08/24/2016 10:00:00 AM,,29XX BLOCK OF 1 AV,D,D1,8001.1002,-122.353172302,47.61730957,"(47.61730957, -122.353172302)",9,2016
887844,201379138,2799,0,EMBEZZLE,2700,EMBEZZLE,03/08/2013 10:54:00 AM,03/08/2013 10:54:00 AM,,77XX BLOCK OF 63 AV NE,U,U3,4000.1006,-122.261665344,47.685504913,"(47.685504913, -122.261665344)",3,2013
1032429,2016284967,1201,2,ROBBERY-BUSINESS-GUN,1200,ROBBERY,08/07/2016 10:21:00 PM,08/07/2016 10:21:00 PM,,3XX BLOCK OF NW 85 ST,J,J1,1701.1017,-122.361984253,47.690631866,"(47.690631866, -122.361984253)",8,2016
1032430,2016305837,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,08/24/2016 09:10:00 AM,08/23/2016 11:00:00 PM,08/24/2016 09:10:00 AM,11XX BLOCK OF 18 AV E,C,C2,6400.2005,-122.308609009,47.629638672,"(47.629638672, -122.308609009)",8,2016
887845,2013900254,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,03/08/2013 04:41:00 PM,03/05/2013 03:10:00 AM,03/07/2013 03:10:00 AM,83XX BLOCK OF 13 AV NW,J,J2,3000.2002,-122.372756958,47.689682007,"(47.689682007, -122.372756958)",3,2013
1032432,2016321896,2902,0,PROPERTY DAMAGE-RESIDENTIAL,2900,PROPERTY DAMAGE,09/05/2016 01:08:00 PM,09/04/2016 08:00:00 PM,09/05/2016 10:00:00 AM,27XX BLOCK OF 4 AV,D,D2,7200.3001,-122.348503113,47.61807251,"(47.61807251, -122.348503113)",9,2016
1032433,2016277231,999,5,HOMICIDE-NEG-MANS-GUN,900,HOMICIDE,08/02/2016 09:21:00 AM,08/01/2016 11:00:00 PM,08/02/2016 09:21:00 AM,28XX BLOCK OF E ARTHUR PL,C,C3,7700.1006,-122.295555115,47.623245239,"(47.623245239, -122.295555115)",8,2016
1032434,2016292695,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,08/13/2016 04:52:00 PM,08/13/2016 04:52:00 PM,,5XX BLOCK OF PINE ST,M,M2,8200.1003,-122.335929871,47.611904144,"(47.611904144, -122.335929871)",8,2016
1032435,2016318114,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,09/02/2016 12:57:00 PM,09/02/2016 12:57:00 PM,09/02/2016 12:57:00 PM,25XX BLOCK OF RAINIER AV S,R,R2,10001.1000,-122.299156189,47.579673767,"(47.579673767, -122.299156189)",9,2016
1032436,2016308134,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,08/25/2016 05:00:00 PM,08/24/2016 10:00:00 PM,,42XX BLOCK OF NE 33 ST,U,U3,4100.6017,-122.279823303,47.652378082,"(47.652378082, -122.279823303)",8,2016
1032437,2016316996,2305,0,THEFT-CARPROWL,2300,CAR PROWL,09/01/2016 08:42:00 PM,08/31/2016 11:38:00 PM,09/01/2016 08:00:00 AM,29XX BLOCK OF S LANE ST,G,G3,8900.2007,-122.294204712,47.596683502,"(47.596683502, -122.294204712)",9,2016
1032438,2016291044,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,08/12/2016 12:52:00 PM,08/11/2016 07:00:00 PM,08/12/2016 12:00:00 PM,39 AV S / S KENYON ST,S,S1,11001.3033,-122.283195496,47.531539917,"(47.531539917, -122.283195496)",8,2016
1032439,2016286200,5015,1,WARRARR-FELONY,5000,WARRANT ARREST,08/08/2016 09:59:00 PM,08/08/2016 09:59:00 PM,,14XX BLOCK OF BROADWAY,E,E2,8400.1008,-122.320770264,47.613517761,"(47.613517761, -122.320770264)",8,2016
1032440,2016308394,4999,0,ELUDING-FELONY FLIGHT,4900,ELUDING,08/26/2016 01:15:00 AM,08/26/2016 01:15:00 AM,,5XX BLOCK OF S KING ST,K,K3,9100.2002,-122.327018738,47.59835434,"(47.59835434, -122.327018738)",8,2016
1032441,2016303552,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,08/22/2016 02:51:00 PM,08/21/2016 01:40:00 PM,,16XX BLOCK OF E MADISON ST,C,C1,7900.4001,-122.310661316,47.615379333,"(47.615379333, -122.310661316)",8,2016
887846,201379174,2399,3,THEFT-OTH,2300,OTHER PROPERTY,03/08/2013 12:25:00 PM,03/08/2013 11:30:00 AM,,50XX BLOCK OF 15 AV NE,U,U1,4400.4009,-122.311927795,47.665660858,"(47.665660858, -122.311927795)",3,2013
1032443,2016286497,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,08/09/2016 07:22:00 AM,08/09/2016 07:22:00 AM,,24XX BLOCK OF S JACKSON ST,G,G3,8900.3023,-122.300514221,47.599277496,"(47.599277496, -122.300514221)",8,2016
887847,201379217,2999,0,PROPERTY DAMAGE - GRAFFITI,2900,PROPERTY DAMAGE,03/08/2013 01:08:00 PM,02/22/2013 12:00:00 PM,03/08/2013 12:00:00 PM,25XX BLOCK OF S DEARBORN ST,G,G3,8900.4005,-122.299560547,47.595558167,"(47.595558167, -122.299560547)",3,2013
1032445,2016292051,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,08/13/2016 04:08:00 AM,08/13/2016 04:00:00 AM,08/13/2016 04:08:00 AM,45XX BLOCK OF ROOSEVELT WY NE,U,U2,5200.5009,-122.317451477,47.662200928,"(47.662200928, -122.317451477)",8,2016
1032446,2016303163,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,08/22/2016 09:00:00 AM,08/21/2016 12:30:00 PM,08/22/2016 09:00:00 AM,85XX BLOCK OF GREENWOOD AV N,J,J1,1701.1004,-122.355308533,47.691505432,"(47.691505432, -122.355308533)",8,2016
887848,201379246,2999,0,PROPERTY DAMAGE - GRAFFITI,2900,PROPERTY DAMAGE,03/08/2013 12:28:00 PM,03/01/2013 09:00:00 PM,03/04/2013 06:00:00 AM,2XX BLOCK OF DEXTER AV N,D,D2,7200.1070,-122.342384338,47.620304108,"(47.620304108, -122.342384338)",3,2013
1032448,2016323410,1211,0,ROBBERY-BANK-GUN,1200,ROBBERY,09/06/2016 03:35:00 PM,09/06/2016 03:35:00 PM,,40XX BLOCK OF E MADISON ST,C,C2,6300.3018,-122.280464172,47.634128571,"(47.634128571, -122.280464172)",9,2016
887850,201379318,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/08/2013 03:16:00 PM,03/08/2013 01:00:00 AM,03/08/2013 01:30:00 PM,37XX BLOCK OF S HOLLY PARK DR,S,S1,11001.3002,-122.286178589,47.53647995,"(47.53647995, -122.286178589)",3,2013
1032450,2016278450,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,08/03/2016 04:50:00 AM,08/03/2016 04:46:00 AM,,8XX BLOCK OF 5 AV N,Q,Q3,6700.2026,-122.347557068,47.626720428,"(47.626720428, -122.347557068)",8,2016
887852,201379412,2399,3,THEFT-OTH,2300,OTHER PROPERTY,03/08/2013 03:14:00 PM,03/07/2013 01:23:00 AM,03/08/2013 10:00:00 AM,45XX BLOCK OF W RUFFNER ST,Q,Q1,5600.2003,-122.415557861,47.652797699,"(47.652797699, -122.415557861)",3,2013
1032452,2016304363,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,08/23/2016 06:47:00 AM,08/23/2016 06:47:00 AM,,6XX BLOCK OF 5 AV,K,K1,8500.1024,-122.32951355,47.604053497,"(47.604053497, -122.32951355)",8,2016
887853,201379422,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/08/2013 03:10:00 PM,03/08/2013 11:00:00 AM,,58XX BLOCK OF LAKE WASHINGTON BV S,R,R3,10200.2034,-122.258071899,47.550617218,"(47.550617218, -122.258071899)",3,2013
887854,201379877,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,03/08/2013 10:41:00 PM,03/08/2013 10:41:00 PM,,10XX BLOCK OF 24 AV E,C,C2,6400.1008,-122.301673889,47.628723145,"(47.628723145, -122.301673889)",3,2013
1032455,2016279438,2399,3,THEFT-OTH,2300,OTHER PROPERTY,08/03/2016 06:40:00 PM,08/03/2016 06:40:00 PM,,28XX BLOCK OF SW BARTON ST,F,F2,11402.1022,-122.369346619,47.521038055,"(47.521038055, -122.369346619)",8,2016
1032456,2016285619,2307,0,THEFT-COINOP,2300,OTHER PROPERTY,08/08/2016 01:11:00 PM,08/08/2016 01:11:00 PM,,2XX BLOCK OF 11 AV,G,G1,8600.3014,-122.318107605,47.603939056,"(47.603939056, -122.318107605)",8,2016
887855,201379430,2399,3,THEFT-OTH,2300,OTHER PROPERTY,03/08/2013 03:57:00 PM,03/08/2013 02:45:00 PM,03/08/2013 02:50:00 PM,88XX BLOCK OF SEWARD PARK AV S,S,S2,11800.6014,-122.264595032,47.523880005,"(47.523880005, -122.264595032)",3,2013
887856,201379437,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/08/2013 04:02:00 PM,03/08/2013 03:00:00 PM,03/08/2013 03:40:00 PM,15XX BLOCK OF LAKE WASHINGTON BV E,C,C2,6200.1050,-122.297073364,47.63236618,"(47.63236618, -122.297073364)",3,2013
887857,201379496,2316,0,THEFT-MAIL,2300,MAIL THEFT,03/08/2013 06:20:00 PM,03/08/2013 12:15:00 PM,03/08/2013 01:00:00 PM,21XX BLOCK OF 18 AV S,R,R1,9400.3016,-122.30947113,47.584106445,"(47.584106445, -122.30947113)",3,2013
1032460,2016314827,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/30/2016 08:32:00 PM,08/29/2016 12:01:00 AM,08/30/2016 08:00:00 PM,108XX BLOCK OF MARINE VIEW DR SW,W,W3,12100.2014,-122.380577087,47.505619049,"(47.505619049, -122.380577087)",8,2016
1032461,2016316498,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,09/01/2016 05:21:00 AM,09/01/2016 05:21:00 AM,,56XX BLOCK OF 4 AV S,O,O2,10900.2050,-122.329559326,47.552280426,"(47.552280426, -122.329559326)",9,2016
887858,201379651,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/08/2013 07:26:00 PM,03/08/2013 07:26:00 PM,,88XX BLOCK OF 37 AV S,S,S1,11700.3019,-122.285926819,47.524047852,"(47.524047852, -122.285926819)",3,2013
1032463,2016316224,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,08/31/2016 10:25:00 PM,08/31/2016 08:40:00 PM,,2XX BLOCK OF JAMES ST,K,K1,8100.2040,-122.331962585,47.602539063,"(47.602539063, -122.331962585)",8,2016
887859,201379722,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,03/08/2013 08:34:00 PM,03/08/2013 08:34:00 PM,,4XX BLOCK OF PINE ST,M,M2,8100.2001,-122.33731842,47.611320496,"(47.611320496, -122.33731842)",3,2013
887860,201379819,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,03/08/2013 09:48:00 PM,03/08/2013 09:48:00 PM,,4XX BLOCK OF 1 AV N,Q,Q3,7100.2001,-122.355422974,47.622688293,"(47.622688293, -122.355422974)",3,2013
887861,201379004,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,03/08/2013 08:18:00 AM,03/07/2013 08:00:00 PM,03/08/2013 07:45:00 AM,4XX BLOCK OF NE 95 ST,L,L2,1900.1012,-122.323791504,47.6977005,"(47.6977005, -122.323791504)",3,2013
887862,201379061,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,03/08/2013 09:02:00 AM,03/07/2013 10:30:00 PM,03/08/2013 06:30:00 AM,40XX BLOCK OF NE 56 ST,U,U3,4200.2015,-122.283493042,47.669460297,"(47.669460297, -122.283493042)",3,2013
1032468,2016314176,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,08/30/2016 01:56:00 PM,08/25/2016 02:00:00 PM,08/30/2016 10:30:00 AM,2XX BLOCK OF N 67 ST,J,J2,3500.1006,-122.355873108,47.677780151,"(47.677780151, -122.355873108)",8,2016
887863,201378848,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,03/08/2013 04:53:00 AM,03/08/2013 04:53:00 AM,,XX BLOCK OF MADISON ST,K,K1,8100.1030,-122.337089539,47.6043396,"(47.6043396, -122.337089539)",3,2013
1032680,2016325037,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,09/07/2016 06:18:00 PM,09/06/2016 05:00:00 PM,09/07/2016 07:00:00 AM,14XX BLOCK OF NW 60 ST,B,B1,3300.3018,-122.374893188,47.672359467,"(47.672359467, -122.374893188)",9,2016
887864,201378821,1313,0,ASSLT-NONAGG,1300,ASSAULT,03/08/2013 05:41:00 AM,03/08/2013 04:00:00 AM,03/08/2013 04:00:00 AM,46XX BLOCK OF OHIO AV S,O,O2,9300.3187,-122.338088989,47.561641693,"(47.561641693, -122.338088989)",3,2013
1032682,2016326100,5015,1,WARRARR-FELONY,5000,WARRANT ARREST,09/08/2016 04:37:00 PM,09/08/2016 04:00:00 PM,,4XX BLOCK OF 2 AV S,K,K3,9200.2014,-122.331390381,47.601074219,"(47.601074219, -122.331390381)",9,2016
1032683,2016326048,5212,0,WEAPON-POSSESSION,5200,WEAPON,09/08/2016 06:35:00 PM,09/08/2016 03:18:00 PM,,50 AV S / S THISTLE ST,S,S2,11800.5007,-122.271400452,47.527908325,"(47.527908325, -122.271400452)",9,2016
1032684,2016325983,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,09/08/2016 02:02:00 PM,09/08/2016 01:00:00 PM,09/08/2016 02:02:00 PM,2XX BLOCK OF NW BOWDOIN PL,B,B2,4800.304,-122.359947205,47.65486145,"(47.65486145, -122.359947205)",9,2016
1032685,2016326485,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,09/08/2016 11:47:00 PM,09/08/2016 11:47:00 PM,,S MAIN ST / OCCIDENTAL AV S,K,K2,9200.2023,-122.332885742,47.600040436,"(47.600040436, -122.332885742)",9,2016
887865,201378865,5309,0,HARASSMENT,5300,THREATS,03/08/2013 05:31:00 AM,03/08/2013 05:31:00 AM,03/08/2013 05:31:00 AM,5XX BLOCK OF MERCER ST,Q,Q3,7200.1014,-122.346916199,47.62456131,"(47.62456131, -122.346916199)",3,2013
887866,201378881,5015,1,WARRARR-FELONY,5000,WARRANT ARREST,03/08/2013 06:31:00 AM,03/08/2013 06:10:00 AM,03/08/2013 06:10:00 AM,9 AV / PINE ST,M,M2,8200.1007,-122.332038879,47.613525391,"(47.613525391, -122.332038879)",3,2013
887867,201378935,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,03/08/2013 07:08:00 AM,03/08/2013 07:08:00 AM,03/08/2013 07:08:00 AM,10XX BLOCK OF 6 AV N,Q,Q2,6700.2010,-122.344932556,47.628463745,"(47.628463745, -122.344932556)",3,2013
1032689,2016326015,5309,0,HARASSMENT,5300,THREATS,09/08/2016 02:36:00 PM,09/08/2016 02:36:00 PM,,13XX BLOCK OF SPRING ST,E,E3,8400.2007,-122.323013306,47.611213684,"(47.611213684, -122.323013306)",9,2016
1032690,2016325912,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,09/08/2016 12:55:00 PM,09/08/2016 12:55:00 PM,,50XX BLOCK OF S ALASKA ST,R,R3,10100.2024,-122.270072937,47.560592651,"(47.560592651, -122.270072937)",9,2016
1032691,2016326866,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,09/09/2016 11:23:00 AM,04/20/2016 09:00:00 AM,04/27/2016 09:00:00 AM,34XX BLOCK OF 37 AV W,Q,Q1,5600.1000,-122.404678345,47.651359558,"(47.651359558, -122.404678345)",9,2016
1032692,2016327188,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/09/2016 01:38:00 PM,07/11/2016 01:00:00 PM,09/08/2016 02:00:00 PM,135XX BLOCK OF 15 PL NE,L,L1,200.4006,-122.312019348,47.727554321,"(47.727554321, -122.312019348)",9,2016
1032693,2016327137,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,09/09/2016 01:01:00 PM,09/08/2016 11:00:00 PM,09/09/2016 12:00:00 PM,42XX BLOCK OF 11 AV NE,U,U2,5301.3005,-122.316635132,47.659095764,"(47.659095764, -122.316635132)",9,2016
1032694,2016325535,2305,0,THEFT-CARPROWL,2300,CAR PROWL,09/08/2016 07:47:00 AM,09/08/2016 07:47:00 AM,,11XX BLOCK OF 6 AV,K,K1,8200.1031,-122.331672668,47.608085632,"(47.608085632, -122.331672668)",9,2016
1032695,2016325827,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/08/2016 03:00:00 PM,09/07/2016 05:00:00 PM,09/08/2016 07:00:00 AM,117XX BLOCK OF MERIDIAN AV N,N,N2,600.4004,-122.334098816,47.715015411,"(47.715015411, -122.334098816)",9,2016
887868,201378988,5707,0,TRESPASS,5700,TRESPASS,03/08/2013 09:02:00 AM,03/08/2013 08:05:00 AM,03/08/2013 08:05:00 AM,14XX BLOCK OF NW MARKET ST,B,B1,4700.3021,-122.374900818,47.66866684,"(47.66866684, -122.374900818)",3,2013
887869,201379051,5015,1,WARRARR-FELONY,5000,WARRANT ARREST,03/08/2013 10:04:00 AM,03/08/2013 09:14:00 AM,03/08/2013 09:14:00 AM,3XX BLOCK OF PINE ST,M,M2,8100.2002,-122.338150024,47.610973358,"(47.610973358, -122.338150024)",3,2013
887870,201379171,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,03/08/2013 01:14:00 PM,03/08/2013 11:28:00 AM,,14XX BLOCK OF NW 67 ST,J,J2,3300.1012,-122.375648499,47.677806854,"(47.677806854, -122.375648499)",3,2013
1032699,2016326115,1202,2,ROBBERY-BUSINESS-WEAPON,1200,ROBBERY,09/08/2016 05:27:00 PM,09/08/2016 04:10:00 PM,,72XX BLOCK OF GREENWOOD AV N,J,J3,2800.3004,-122.355308533,47.681430817,"(47.681430817, -122.355308533)",9,2016
1032700,2016324454,2399,3,THEFT-OTH,2300,OTHER PROPERTY,09/07/2016 11:11:00 AM,09/07/2016 11:11:00 AM,,39XX BLOCK OF 6 AV S,O,O2,9300.3175,-122.326766968,47.568481445,"(47.568481445, -122.326766968)",9,2016
1032701,2016325689,1313,0,ASSLT-NONAGG,1300,ASSAULT,09/08/2016 09:53:00 AM,09/07/2016 11:30:00 AM,,25XX BLOCK OF S PLUM ST,R,R2,9500.2056,-122.299667358,47.585483551,"(47.585483551, -122.299667358)",9,2016
1032702,2016325950,1313,0,ASSLT-NONAGG,1300,ASSAULT,09/08/2016 01:36:00 PM,09/08/2016 01:36:00 PM,,3 AV / UNIVERSITY ST,M,M3,8100.2034,-122.335975647,47.607761383,"(47.607761383, -122.335975647)",9,2016
1032703,2016324583,2399,3,THEFT-OTH,2300,OTHER PROPERTY,09/07/2016 12:37:00 PM,09/07/2016 12:37:00 PM,,48XX BLOCK OF BEACON AV S,R,R1,10402.2000,-122.304405212,47.558803558,"(47.558803558, -122.304405212)",9,2016
887871,2013155674,2606,1,FRAUD-CHECK,2600,FRAUD,03/08/2013 01:56:00 PM,10/15/2012 01:56:00 PM,,59XX BLOCK OF 4 AV S,O,O3,10900.2064,-122.329582214,47.549255371,"(47.549255371, -122.329582214)",3,2013
1032705,2016323596,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,09/06/2016 05:43:00 PM,09/06/2016 01:00:00 PM,09/06/2016 03:00:00 PM,PINE ST / ALASKAN WY,M,M1,8100.1013,-122.343894958,47.608570099,"(47.608570099, -122.343894958)",9,2016
1032470,2016315535,3512,0,NARC-POSSESS-HEROIN,3500,NARCOTICS,08/31/2016 12:06:00 PM,08/31/2016 12:06:00 PM,,DEXTER AV N / DENNY WY,D,D2,7200.2001,-122.342399597,47.618549347,"(47.618549347, -122.342399597)",8,2016
887872,2013904790,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/08/2013 05:56:00 PM,03/07/2013 09:00:00 PM,03/07/2013 10:00:00 PM,UTAH AV S / S ATLANTIC ST,O,O1,9300.2057,-122.335121155,47.590309143,"(47.590309143, -122.335121155)",3,2013
1032472,2016280150,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,08/04/2016 10:44:00 AM,08/04/2016 10:44:00 AM,,3XX BLOCK OF PINE ST,M,M2,8100.2002,-122.338150024,47.610973358,"(47.610973358, -122.338150024)",8,2016
1032473,2016285390,2305,0,THEFT-CARPROWL,2300,CAR PROWL,08/08/2016 10:37:00 AM,08/08/2016 09:45:00 AM,,12XX BLOCK OF S JACKSON ST,G,G3,9000.2017,-122.315681458,47.599201202,"(47.599201202, -122.315681458)",8,2016
1032474,2016905550,2301,0,THEFT-PKPOCKET,2300,PICKPOCKET,08/14/2016 09:37:00 PM,08/14/2016 03:45:00 AM,08/14/2016 04:00:00 AM,15XX BLOCK OF BROADWAY,E,E2,8400.1007,-122.320793152,47.614654541,"(47.614654541, -122.320793152)",8,2016
887873,2013904789,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/08/2013 06:59:00 PM,03/08/2013 03:00:00 PM,03/08/2013 04:00:00 PM,ALASKAN WY / UNION ST,M,M1,8100.1016,-122.341339111,47.606903076,"(47.606903076, -122.341339111)",3,2013
1032476,2016304542,2305,0,THEFT-CARPROWL,2300,CAR PROWL,08/23/2016 10:40:00 AM,08/23/2016 09:56:00 AM,,41XX BLOCK OF E MADISON ST,C,C2,6300.1019,-122.279022217,47.635097504,"(47.635097504, -122.279022217)",8,2016
887874,2013904792,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,03/08/2013 03:14:00 PM,01/01/2012 03:00:00 PM,03/08/2013 03:00:00 PM,29XX BLOCK OF FAIRMOUNT AV SW,W,W1,9800.1022,-122.382019043,47.577651978,"(47.577651978, -122.382019043)",3,2013
